index,distance_angle_similarity,text_si,similarity,Id_recommend,Name_recommend,Id_input
104,0.44300975675942883,1.0,1.4430097567594289,2139479,Media popup 1,319537
97,0.4231304545251155,1.0,1.4231304545251156,319415,Generic card (compact),319537
39,0.4200197418347388,1.0,1.420019741834739,473525,Action confirmation 2,319537
32,0.40033267758744534,1.0,1.4003326775874454,2098810,Welcome modal 1,319537
41,0.3930945792011913,1.0,1.3930945792011913,2098818,Welcome modal 2,319537
