Id_recommend_before,Id_recommend_after,Name_recommend_before,Name_recommend_after,similarity_before,similarity_after,distance_angle_si_before,distance_angle_si_after,text_si_before,text_si_after,Id,Name
319588,319588,Notification card,Notification card,1.7899107302127728,1.7801341226257419,0.4774107302127728,0.46763412262574183,1.3125,1.3125,2286525,Navigation drawer 2
2288601,2288601,Project sharing,Project sharing,1.726121666562555,1.7278495625361747,0.14717429814150226,0.148902194115122,1.5789473684210527,1.5789473684210527,2286525,Navigation drawer 2
4849,4849,Kanban card,Kanban card,2.814984521175818,2.8000275876626404,0.8149845211758178,0.8000275876626405,2.0,2.0,4849,Kanban card
319588,319588,Notification card,Notification card,2.3631804491011943,2.3537618610651663,0.5350554491011942,0.5256368610651665,1.828125,1.828125,4849,Kanban card
2288629,2288629,Social invitation card,Social invitation card,1.8195615894965889,1.8076624961123284,0.544561589496589,0.5326624961123285,1.275,1.275,4849,Kanban card
2098611,2098611,Bubble message,Bubble message,1.7800947647631937,1.755924699544159,0.46537395258045244,0.44120388736141786,1.3147208121827412,1.3147208121827412,4849,Kanban card
4824,4824,Social invitation card,Social invitation card,1.6992070124733523,1.6853782459696856,0.4242070124733524,0.4103782459696857,1.275,1.275,4849,Kanban card
2098709,2098709,Scroll bar,Scroll bar,0.9983308393722707,0.9999613929398763,0.9983308393722707,0.9999613929398763,0.0,0.0,2098709,Scroll bar
2098766,2098766,Stepper 1,Stepper 1,0.3111164895001167,0.32667260671456816,0.3111164895001167,0.32667260671456816,0.0,0.0,2098709,Scroll bar
4824,4824,Social invitation card,Social invitation card,0.0,0.0,0.0,0.0,0.0,0.0,2098709,Scroll bar
474069,474069,Tabs with badges,Tabs with badges,0.0,0.0,0.0,0.0,0.0,0.0,2098709,Scroll bar
319468,319468,Footer with newsletter,Footer with newsletter,0.0,0.0,0.0,0.0,0.0,0.0,2098709,Scroll bar
474089,474089,Toast message 1,Toast message 1,1.9092480323449617,1.9054557000767105,0.9092480323449615,0.9054557000767105,1.0,1.0,474089,Toast message 1
474095,474095,Toast message 2,Toast message 2,1.880339750081814,1.8624819957884358,0.880339750081814,0.8624819957884358,1.0,1.0,474089,Toast message 1
2288684,2288684,Toast message,Toast message,1.499674550868156,1.495964283713404,0.9996745508681559,0.995964283713404,0.5,0.5,474089,Toast message 1
2098801,2098801,Sticky banner,Sticky banner,1.1035761308469558,1.114610260460312,0.9765920038628289,0.9876261334761851,0.12698412698412698,0.12698412698412698,474089,Toast message 1
2139511,2139511,Floating banner,Floating banner,1.07506191341087,1.0633872017827741,0.99506191341087,0.9833872017827742,0.08,0.08,474089,Toast message 1
2139478,2139478,Media popup 2,Media popup 2,2.8273668543240884,2.8294938093983353,0.8273668543240886,0.8294938093983354,2.0,2.0,2139478,Media popup 2
2098818,2098818,Welcome modal 2,Welcome modal 2,2.638876645989085,2.6466311525345776,0.6388766459890849,0.6466311525345777,2.0,2.0,2139478,Media popup 2
2098810,2098810,Welcome modal 1,Welcome modal 1,2.572352751770885,2.5733038575281197,0.572352751770885,0.57330385752812,2.0,2.0,2139478,Media popup 2
2139479,2139479,Media popup 1,Media popup 1,2.569884397100058,2.5664266950078396,0.5698843971000577,0.5664266950078394,2.0,2.0,2139478,Media popup 2
2098594,2098594,Action confirmation 4,Action confirmation 4,1.8935839498852722,1.9028822340475657,0.540642773414684,0.5499410575769774,1.3529411764705883,1.3529411764705883,2139478,Media popup 2
319415,319415,Generic card (compact),Generic card (compact),1.8672208920107316,1.8703162639901028,0.8672208920107317,0.8703162639901028,1.0,1.0,319415,Generic card (compact)
2098818,2098818,Welcome modal 2,Welcome modal 2,1.6883526469574144,1.696169307178185,0.6883526469574145,0.6961693071781848,1.0,1.0,319415,Generic card (compact)
2098810,2098810,Welcome modal 1,Welcome modal 1,1.641953669530042,1.647527158426511,0.6419536695300421,0.647527158426511,1.0,1.0,319415,Generic card (compact)
2098594,2098594,Action confirmation 4,Action confirmation 4,1.5846684773416833,1.5934984339165976,0.5846684773416833,0.5934984339165975,1.0,1.0,319415,Generic card (compact)
2098585,2098585,Action confirmation 3,Action confirmation 3,1.4616475433802334,1.4680975697987144,0.46164754338023334,0.4680975697987145,1.0,1.0,319415,Generic card (compact)
2288423,2288423,Chips,Chips,1.0000000000000002,0.9997442964374119,1.0000000000000002,0.9997442964374119,0.0,0.0,2288423,Chips
4779,4779,Vertical media card,Vertical media card,0.4605835305281658,0.4681796847655948,0.4605835305281658,0.4681796847655948,0.0,0.0,2288423,Chips
319415,319415,Generic card (compact),Generic card (compact),0.423516363602071,0.4223586487989526,0.423516363602071,0.4223586487989526,0.0,0.0,2288423,Chips
319449,319449,Pricing card,Pricing card,0.3901517678300741,0.3882362020745425,0.3901517678300741,0.3882362020745425,0.0,0.0,2288423,Chips
4835,4835,Applicant profile card,Applicant profile card,0.37557262260437696,0.37299541454219864,0.37557262260437696,0.37299541454219864,0.0,0.0,2288423,Chips
319570,319570,Link sharing,Link sharing,3.8483117789183376,3.8444348615187742,0.8483117789183376,0.8444348615187742,3.0,3.0,319570,Link sharing
2288601,2288601,Project sharing,Project sharing,2.1008884116939623,2.1052997201793104,0.6081453057433092,0.6125566142286575,1.492743105950653,1.492743105950653,319570,Link sharing
319595,319595,Project sharing,Project sharing,1.9752853921748175,1.9761436115011604,0.48254228622416445,0.4834005055505073,1.492743105950653,1.492743105950653,319570,Link sharing
319373,319373,Shipping information,Shipping information,1.9481193696160495,1.9522817924423452,0.4026648241615042,0.4068272469877997,1.5454545454545454,1.5454545454545454,319570,Link sharing
2288551,2288551,Link sharing,Link sharing,1.93184446568258,1.9313352159522008,0.73184446568258,0.731335215952201,1.2,1.2,319570,Link sharing
2288631,2288631,Top bar 2,Top bar 2,1.8306586123233823,1.794889776221256,0.8306586123233825,0.7948897762212559,1.0,1.0,2288631,Top bar 2
2139480,2139480,Top bar 1,Top bar 1,1.6378088007991638,1.669350811594937,0.6378088007991638,0.6693508115949369,1.0,1.0,2288631,Top bar 2
48666,48666,Secondary header,Secondary header,1.5877431175707877,1.6135715970106417,0.5877431175707877,0.6135715970106418,1.0,1.0,2288631,Top bar 2
2726,2726,Header with search box,Header with search box,1.5476444299290588,1.571668000386257,0.5476444299290588,0.571668000386257,1.0,1.0,2288631,Top bar 2
61330,2727,Icon menu sidebar,Navigation header,1.5329890804198563,1.5148602958091386,0.5329890804198562,0.5148602958091386,1.0,1.0,2288631,Top bar 2
4835,4835,Applicant profile card,Applicant profile card,2.8479211729897136,2.8422952352211097,0.8479211729897138,0.8422952352211098,2.0,2.0,4835,Applicant profile card
2288601,2288601,Project sharing,Project sharing,2.1097772775779675,2.1098170498907085,0.44311061091130083,0.4431503832240421,1.6666666666666665,1.6666666666666665,4835,Applicant profile card
4847,4847,Job posting card,Job posting card,2.0131237806613287,2.0048357685360427,0.5369333044708525,0.5286452923455662,1.4761904761904763,1.4761904761904763,4835,Applicant profile card
319546,319546,Feature guideline,Feature guideline,1.8963665332188717,1.8930074667093868,0.454261270060977,0.450902203551492,1.4421052631578948,1.4421052631578948,4835,Applicant profile card
473736,473736,Page heading 2,Page heading 2,1.8469250903174164,1.838174942451758,0.729278031493887,0.7205278836282286,1.1176470588235294,1.1176470588235294,4835,Applicant profile card
2727,2727,Navigation header,Navigation header,2.907249390477958,2.9074022944770554,0.9072493904779583,0.9074022944770552,2.0,2.0,2727,Navigation header
48666,48666,Secondary header,Secondary header,1.6148144270180285,1.6183136698763814,0.6148144270180284,0.6183136698763814,1.0,1.0,2727,Navigation header
2726,2726,Header with search box,Header with search box,1.6147888887359656,1.614671008810948,0.6147888887359657,0.614671008810948,1.0,1.0,2727,Navigation header
2098806,2098806,Search box and button,Search box and button,1.1938174455673738,1.1944396040038616,0.19381744556737368,0.19443960400386165,1.0,1.0,2727,Navigation header
2728,2728,Simple menu sidebar,Simple menu sidebar,1.1077472403465514,1.1030982335717214,0.4410805736798846,0.43643156690505475,0.6666666666666666,0.6666666666666666,2727,Navigation header
2286525,2286525,Navigation drawer 2,Navigation drawer 2,2.67304379935215,2.6712955429471066,0.6730437993521501,0.6712955429471066,2.0,2.0,2286525,Navigation drawer 2
2728,2728,Simple menu sidebar,Simple menu sidebar,2.1166475859602274,2.1252824407783297,0.11664758596022724,0.1252824407783299,2.0,2.0,2286525,Navigation drawer 2
2729,2729,Multi-level menu sidebar,Multi-level menu sidebar,2.113106890561997,2.121478935835569,0.1131068905619974,0.121478935835569,2.0,2.0,2286525,Navigation drawer 2
2727,2727,Navigation header,Navigation header,2.0300195236529084,2.0408661910315757,0.3633528569862419,0.3741995243649094,1.6666666666666665,1.6666666666666665,2286525,Navigation drawer 2
319588,319588,Notification card,Notification card,1.8434389531047743,1.852936598678384,0.49561286614825256,0.505110511721862,1.3478260869565217,1.3478260869565217,2286525,Navigation drawer 2
2098818,2098818,Welcome modal 2,Welcome modal 2,2.879139475193147,2.878825751881422,0.879139475193147,0.8788257518814218,2.0,2.0,2098818,Welcome modal 2
2098810,2098810,Welcome modal 1,Welcome modal 1,2.233661266963228,2.235322851764625,0.8754523117393476,0.8771138965407448,1.3582089552238805,1.3582089552238805,2098818,Welcome modal 2
2139479,2139479,Media popup 1,Media popup 1,1.6912008652410433,1.6871607810030675,0.584643488191863,0.5806034039538873,1.1065573770491803,1.1065573770491803,2098818,Welcome modal 2
2139478,2139478,Media popup 2,Media popup 2,1.6496486533989514,1.6509508213597084,0.5430912763497711,0.544393444310528,1.1065573770491803,1.1065573770491803,2098818,Welcome modal 2
2098629,2098629,Empty state,Empty state,1.357453942588269,1.3527046789249069,0.8273551106026447,0.8226058469392825,0.5300988319856244,0.5300988319856244,2098818,Welcome modal 2
2098806,2098806,Search box and button,Search box and button,1.9434847025450401,1.9319659572627317,0.9434847025450402,0.9319659572627316,1.0,1.0,2098806,Search box and button
2726,2726,Header with search box,Header with search box,1.4867894006375526,1.479171730831865,0.48678940063755255,0.479171730831865,1.0,1.0,2098806,Search box and button
48666,48666,Secondary header,Secondary header,1.459265715893615,1.4608831695296143,0.45926571589361503,0.46088316952961433,1.0,1.0,2098806,Search box and button
2727,2727,Navigation header,Navigation header,1.25085615522478,1.2549946776273107,0.2508561552247801,0.25499467762731065,1.0,1.0,2098806,Search box and button
2288631,2288631,Top bar 2,Top bar 2,1.110398196938521,1.108388316966275,0.31039819693852105,0.30838831696627483,0.8,0.8,2098806,Search box and button
4847,4847,Job posting card,Job posting card,2.7797055383220686,2.7928672418425338,0.7797055383220686,0.7928672418425335,2.0,2.0,4847,Job posting card
4835,4835,Applicant profile card,Applicant profile card,2.0555016616705246,2.0760851865398147,0.5369831431520061,0.5575666680212961,1.5185185185185186,1.5185185185185186,4847,Job posting card
2098818,2098818,Welcome modal 2,Welcome modal 2,1.8267407603387422,1.8447209239559643,0.7315026651006469,0.7494828287178689,1.0952380952380953,1.0952380952380953,4847,Job posting card
2098810,2098810,Welcome modal 1,Welcome modal 1,1.805055708514454,1.8182381718736367,0.7098176132763587,0.7230000766355413,1.0952380952380953,1.0952380952380953,4847,Job posting card
2288601,2288601,Project sharing,Project sharing,1.7989681391208039,1.8097818350912507,0.32277766293032756,0.33359135890077446,1.4761904761904763,1.4761904761904763,4847,Job posting card
473776,473776,Profile dropdown,Profile dropdown,2.677784894652648,2.686194217024161,0.6777848946526479,0.6861942170241607,2.0,2.0,473776,Profile dropdown
4848,4848,Message card,Message card,2.3231878918656417,2.3486191143708743,0.38201142127740645,0.4074426437826389,1.9411764705882353,1.9411764705882353,473776,Profile dropdown
2288575,2288575,Message card,Message card,2.3211137883047384,2.3458369544949806,0.37993731771650313,0.40466048390674525,1.9411764705882353,1.9411764705882353,473776,Profile dropdown
2288601,2288601,Project sharing,Project sharing,2.19061927198074,2.187715014557034,0.19061927198074008,0.18771501455703415,2.0,2.0,473776,Profile dropdown
2286525,2286525,Navigation drawer 2,Navigation drawer 2,2.1713902912829157,2.181312918366597,0.48389029128291566,0.49381291836659696,1.6875,1.6875,473776,Profile dropdown
2098629,2098629,Empty state,Empty state,2.810927848497925,2.8114663089887104,0.8109278484979251,0.8114663089887106,2.0,2.0,2098629,Empty state
2098810,2098810,Welcome modal 1,Welcome modal 1,1.8621129155010665,1.8627235176723422,0.5937396702492086,0.5943502724204842,1.268373245251858,1.268373245251858,2098629,Empty state
473596,473596,Create new item,Create new item,1.447359006951896,1.4488544201365046,0.4306923402852293,0.43218775346983784,1.0166666666666666,1.0166666666666666,2098629,Empty state
473736,473736,Page heading 2,Page heading 2,1.3771760905197301,1.3783522118360616,0.84241673223096,0.8435928535472916,0.5347593582887701,0.5347593582887701,2098629,Empty state
2098818,2098818,Welcome modal 2,Welcome modal 2,1.3769025176383818,1.3773097458732337,0.7440184206033413,0.7444256488381932,0.6328840970350404,0.6328840970350404,2098629,Empty state
2098779,2098779,Stepper 2,Stepper 2,1.851721368045923,1.8526015656502328,0.8517213680459231,0.8526015656502329,1.0,1.0,2098779,Stepper 2
4849,4849,Kanban card,Kanban card,1.2700853542361847,1.2672121339632596,0.27008535423618485,0.26721213396325966,1.0,1.0,2098779,Stepper 2
319468,319468,Footer with newsletter,Footer with newsletter,1.1687732592608993,1.1668560172941778,0.5533886438762837,0.5514714019095622,0.6153846153846154,0.6153846153846154,2098779,Stepper 2
2139495,2139495,Bubble chat,Bubble chat,1.1489806551236936,1.144333962896974,0.7204092265522651,0.7157625343255455,0.42857142857142855,0.42857142857142855,2098779,Stepper 2
319501,319501,Generic footer,Generic footer,1.1459883108469247,1.1441487175172327,0.5306036954623091,0.5287641021326174,0.6153846153846154,0.6153846153846154,2098779,Stepper 2
319468,319468,Footer with newsletter,Footer with newsletter,3.8918383100909106,3.891668932154502,0.8918383100909105,0.8916689321545023,3.0,3.0,319468,Footer with newsletter
319501,319501,Generic footer,Generic footer,2.7952444071848106,2.795330237312074,0.7952444071848106,0.7953302373120739,2.0,2.0,319468,Footer with newsletter
319595,319595,Project sharing,Project sharing,1.736843270031709,1.7372798568557948,0.5701766033650425,0.5706131901891281,1.1666666666666665,1.1666666666666665,319468,Footer with newsletter
2288601,2288601,Project sharing,Project sharing,1.5981872465611413,1.5981366334673242,0.5007513491252438,0.5007007360314266,1.0974358974358975,1.0974358974358975,319468,Footer with newsletter
319395,319395,Sign in 1,Sign in 1,1.5138911679868183,1.5144846433533456,0.4315930313408557,0.43218650670738284,1.0822981366459627,1.0822981366459627,319468,Footer with newsletter
473625,473625,Listbox,Listbox,0.9998081641103261,0.9992929204873129,0.9998081641103261,0.9992929204873129,0.0,0.0,473625,Listbox
2723,2723,Settings,Settings,0.338671411701937,0.33845772665478824,0.338671411701937,0.33845772665478824,0.0,0.0,473625,Listbox
2724,2724,Generic form,Generic form,0.2616553593453445,0.2644420096026837,0.2616553593453445,0.2644420096026837,0.0,0.0,473625,Listbox
319395,319395,Sign in 1,Sign in 1,0.2222923671705245,0.22457066785753968,0.2222923671705245,0.22457066785753968,0.0,0.0,473625,Listbox
2722,2722,Sign up 1,Sign up 1,0.22072310883957064,0.22297215206017024,0.22072310883957064,0.22297215206017024,0.0,0.0,473625,Listbox
474089,474089,Toast message 1,Toast message 1,1.9067101175538905,1.9004735999927451,0.9067101175538906,0.9004735999927451,1.0,1.0,474089,Toast message 1
474095,474095,Toast message 2,Toast message 2,1.875233800720852,1.8477021966090892,0.8752338007208519,0.8477021966090892,1.0,1.0,474089,Toast message 1
2288684,2288684,Toast message,Toast message,1.8049444409138764,1.798100548003968,0.9972521332215688,0.9904082403116603,0.8076923076923077,0.8076923076923077,474089,Toast message 1
