distance_angle_similarity,text_si,similarity,Id_recommend,Name_recommend,Id
0.8565719039585906,3.0,3.8565719039585904,2098714,Sign in 2,319395
0.8515031170921932,3.0,3.851503117092193,319395,Sign in 1,319395
0.8340591908353022,2.2637362637362637,3.097795454571566,2722,Sign up 1,319395
0.8416201134686148,2.0732600732600734,2.914880186728688,2098731,Sign up 2,319395
0.6561326328976856,1.7880952380952382,2.4442278709929237,2288601,Project sharing,319395
