distance_angle_similarity,text_si,similarity,Id_recommend,Name_recommend,Id,Name
0.25852985567501174,0.0,0.25852985567501174,2724,Generic form,473625,Listbox
0.21973394537215385,0.0,0.21973394537215385,319395,Sign in 1,473625,Listbox
0.21819706834535058,0.0,0.21819706834535058,2722,Sign up 1,473625,Listbox
0.781528371652128,1.0,1.781528371652128,61330,Icon menu sidebar,61330,Icon menu sidebar
0.5948275966466853,1.0,1.5948275966466854,61331,Collapsed menu sidebar,61330,Icon menu sidebar
0.5664950704081941,1.0,1.5664950704081941,2288631,Top bar 2,61330,Icon menu sidebar
0.44077952672410226,1.0,1.4407795267241021,2728,Simple menu sidebar,61330,Icon menu sidebar
0.4273714242645988,1.0,1.4273714242645987,2729,Multi-level menu sidebar,61330,Icon menu sidebar
0.6520902205708434,0.0,0.6520902205708434,2139458,Navigation drawer 1,2139458,Navigation drawer 1
0.5593185746994688,0.0,0.5593185746994688,473796,Simple dropdown,2139458,Navigation drawer 1
0.4881338990019364,0.0,0.4881338990019364,48667,Dashboard menu sidebar,2139458,Navigation drawer 1
0.4851272052821172,0.0,0.4851272052821172,473572,Combo box,2139458,Navigation drawer 1
0.4465060666827259,0.0,0.4465060666827259,2288403,Basic bottom sheet,2139458,Navigation drawer 1
0.8638548043700907,2.0,2.8638548043700904,2098642,Image gallery 1,2098642,Image gallery 1
0.4828610832120389,1.6666666666666665,2.1495277498787053,2288629,Social invitation card,2098642,Image gallery 1
0.43091242823085874,1.6666666666666665,2.097579094897525,4824,Social invitation card,2098642,Image gallery 1
0.2759210146275513,1.6666666666666665,1.9425876812942178,473736,Page heading 2,2098642,Image gallery 1
0.5625950906258183,1.372093023255814,1.934688113881632,2098611,Bubble message,2098642,Image gallery 1
1.0,0.0,1.0,2139477,iOS keyboard,2139477,iOS keyboard
1.0,0.0,1.0,2193809,Android keyboard,2139477,iOS keyboard
0.16016966470981228,0.0,0.16016966470981228,4817,Social card,2139477,iOS keyboard
0.09491622611602195,0.0,0.09491622611602195,4802,Contact card,2139477,iOS keyboard
0.07813703577855076,0.0,0.07813703577855076,4847,Job posting card,2139477,iOS keyboard
0.8728472149317176,2.0,2.8728472149317175,2139480,Top bar 1,2139480,Top bar 1
0.7936581423989199,1.24,2.0336581423989197,2727,Navigation header,2139480,Top bar 1
0.49271346595078414,1.5161290322580645,2.008842498208849,2139495,Bubble chat,2139480,Top bar 1
0.29912032537947836,1.6451612903225805,1.9442816157020588,2288629,Social invitation card,2139480,Top bar 1
0.4641807172052483,1.4545454545454546,1.918726171750703,2098611,Bubble message,2139480,Top bar 1
0.7649740501543115,0.0,0.7649740501543115,2139458,Navigation drawer 1,2139458,Navigation drawer 1
0.6016398659422372,0.0,0.6016398659422372,2288403,Basic bottom sheet,2139458,Navigation drawer 1
0.5872864598484571,0.0,0.5872864598484571,48667,Dashboard menu sidebar,2139458,Navigation drawer 1
