,template_id,1,2,3,4,5,6,7,8
0,0,49,77,74,73,72,,,
1,1,48,81,34,68,54,,,
2,2,0,63,77,75,74,230.0,176.0,284.0
3,3,0,63,77,75,74,,,
4,4,0,63,77,75,74,170.0,171.0,
5,5,0,63,77,75,74,230.0,176.0,284.0
6,6,0,63,77,75,74,,,
7,7,0,63,77,75,74,,,
8,8,0,63,77,75,74,,,
9,9,0,63,77,75,74,145.0,154.0,251.0
10,10,0,63,77,75,74,184.0,408.0,575.0
11,11,0,63,77,75,74,,,
12,12,63,77,75,74,73,,,
13,13,0,77,75,74,73,,,
14,14,0,64,77,75,74,,,
15,15,0,77,75,74,73,332.0,631.0,390.0
16,16,0,64,77,75,74,,,
17,17,0,64,77,75,74,151.0,142.0,145.0
18,18,0,64,77,75,74,,,
19,19,0,64,77,75,74,323.0,644.0,363.0
20,20,0,64,77,75,74,494.0,479.0,287.0
21,21,0,64,77,75,74,156.0,113.0,519.0
22,22,26,27,65,78,77,494.0,,
23,23,0,64,77,75,74,506.0,507.0,496.0
24,24,79,77,75,74,73,151.0,142.0,145.0
25,25,0,77,75,74,73,,,
26,26,22,27,65,78,77,162.0,119.0,121.0
27,27,22,26,65,78,77,549.0,490.0,493.0
28,28,0,78,75,74,73,235.0,110.0,171.0
29,29,0,78,75,74,73,286.0,284.0,176.0
30,30,0,78,75,74,73,390.0,389.0,391.0
31,31,0,78,75,74,73,389.0,390.0,391.0
32,32,0,78,75,74,73,,,
33,33,0,78,75,74,73,573.0,330.0,182.0
34,34,1,48,81,68,54,489.0,,
35,35,0,78,75,74,73,,,
36,36,0,78,75,74,72,551.0,,
37,37,78,75,74,73,72,,,
38,38,0,63,75,74,73,223.0,222.0,499.0
39,39,0,63,75,74,73,494.0,229.0,283.0
40,40,0,63,75,74,73,494.0,376.0,167.0
41,41,0,63,75,74,73,223.0,222.0,221.0
42,42,0,63,75,74,73,167.0,387.0,
43,43,0,63,75,74,73,,,
44,44,0,63,75,73,72,,,
45,45,0,63,75,74,73,391.0,390.0,389.0
46,46,0,63,75,74,73,,,
47,47,0,63,75,74,73,260.0,486.0,482.0
48,48,1,81,34,68,54,,,
49,49,0,77,75,74,73,,,
50,50,49,77,75,74,73,258.0,,
51,51,0,64,77,75,74,173.0,287.0,227.0
52,52,49,77,75,74,72,549.0,490.0,493.0
53,53,0,64,77,75,74,258.0,,
54,54,1,48,81,68,34,549.0,490.0,553.0
55,55,0,64,77,75,74,258.0,,
56,56,0,64,77,75,74,626.0,259.0,371.0
57,57,0,64,77,75,74,258.0,,
58,58,0,64,77,75,74,,,
59,59,0,64,77,75,74,573.0,330.0,182.0
60,60,0,64,77,75,74,258.0,,
61,61,0,64,77,75,74,,,
62,62,0,64,77,75,74,258.0,,
63,63,49,77,75,74,73,500.0,498.0,558.0
64,64,0,49,77,75,74,145.0,154.0,251.0
65,65,0,49,77,75,74,,,
66,66,0,49,77,75,74,,,
67,67,0,49,77,75,74,162.0,119.0,113.0
68,68,1,48,81,34,54,,,
69,69,0,49,77,75,74,286.0,284.0,176.0
70,70,0,78,75,74,73,426.0,396.0,198.0
71,71,0,78,75,74,73,426.0,460.0,396.0
72,72,0,49,75,74,73,,,
73,73,0,49,77,75,74,549.0,490.0,553.0
74,74,0,49,75,73,72,,,
75,75,0,49,77,73,69,,,
76,76,0,78,75,73,69,,,
77,77,0,49,75,73,69,,,
78,78,49,77,75,74,73,,,
79,79,49,77,75,74,73,456.0,260.0,349.0
80,80,77,75,74,73,69,,,
81,81,1,48,34,68,54,,,
82,82,0,78,73,69,67,,,
83,83,0,75,74,73,72,,,
84,84,0,78,73,72,69,,,
85,85,0,78,75,74,73,,,
86,86,0,78,75,74,73,456.0,486.0,349.0
87,87,0,78,75,74,73,393.0,198.0,206.0
88,88,0,78,75,74,73,,,
89,89,0,78,75,74,73,467.0,196.0,205.0
90,90,0,78,75,74,73,,,
91,91,0,78,75,74,73,427.0,187.0,566.0
92,92,78,75,74,73,72,,,
93,93,0,63,75,74,73,234.0,235.0,110.0
94,94,0,63,75,74,73,171.0,234.0,235.0
95,95,0,63,75,74,73,469.0,405.0,192.0
96,96,0,63,75,74,73,,,
97,97,0,63,75,74,73,,,
98,98,0,63,75,74,73,185.0,217.0,576.0
99,99,0,63,75,74,73,217.0,576.0,185.0
100,100,54,71,70,0,65,,,
101,101,0,63,75,74,73,,,
102,102,0,63,75,74,73,286.0,284.0,176.0
103,103,0,63,75,74,73,289.0,,
104,104,49,77,75,74,73,500.0,498.0,558.0
